"url_bulletins","data","code_region","name_region","code_province","name_province","abbreviation_province","lat","long","species","new_cases","total_cases"
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_02.pdf",2025-07-23,15,"Campania",63,"Napoli","NA",40.83956555,14.25084984,"Gheppio",1,1
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_02.pdf",2025-07-23,13,"Abruzzo",66,"L'Aquila","AQ",42.35122196,13.39843823,"Gheppio",1,1
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_03.pdf",2025-07-30,13,"Abruzzo",66,"L'Aquila","AQ",42.35122196,13.39843823,"Gheppio",0,1
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_03.pdf",2025-07-30,15,"Campania",63,"Napoli","NA",40.83956555,14.25084984,"Gheppio",0,1
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_03.pdf",2025-07-30,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,NA,1,1
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_03.pdf",2025-07-30,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,"Colombaccio",1,1
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_03.pdf",2025-07-30,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,"Gabbiano reale",3,3
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_03.pdf",2025-07-30,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,"Piccione",1,1
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_03.pdf",2025-07-30,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,"Gallinella d'acqua",1,1
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_04.pdf",2025-08-06,13,"Abruzzo",66,"L'Aquila","AQ",42.35122196,13.39843823,"Gheppio",0,1
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_04.pdf",2025-08-06,15,"Campania",63,"Napoli","NA",40.83956555,14.25084984,"Gheppio",0,1
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_04.pdf",2025-08-06,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,"Assiolo",0,1
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_04.pdf",2025-08-06,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,"Colombaccio",1,1
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_04.pdf",2025-08-06,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,"Gheppio",1,1
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_04.pdf",2025-08-06,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,"Colombaccio",0,1
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_04.pdf",2025-08-06,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,"Gabbiano reale",0,3
"https://github.com/fbranda/west-nile/blob/main/2025/bulletins/WN_News_2025_04.pdf",2025-08-06,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,"Piccione",0,1
