"url_bollettino","data","codice_regione","denominazione_regione","codice_provincia","denominazione_provincia","sigla_provincia","lat","long","specie","nuovi_casi","casi_totali"
"https://github.com/fbranda/west-nile/blob/main/2023/bollettini/WN_News_2023_01.pdf",2023-05-24,3,"Lombardia",12,"Varese","VA",45.81701677,8.822868344,"Cornacchia",1,1
"https://github.com/fbranda/west-nile/blob/main/2023/bollettini/WN_News_2023_02.pdf",2023-06-21,3,"Lombardia",12,"Varese","VA",45.81701677,8.822868344,"Cornacchia",0,1
"https://github.com/fbranda/west-nile/blob/main/2023/bollettini/WN_News_2023_02.pdf",2023-06-21,8,"Emilia-Romagna",39,"Ravenna","RA",44.41722493,12.19913936,"Gazza",1,1
"https://github.com/fbranda/west-nile/blob/main/2023/bollettini/WN_News_2023_03.pdf",2023-07-05,3,"Lombardia",12,"Varese","VA",45.81701677,8.822868344,"Cornacchia",0,1
"https://github.com/fbranda/west-nile/blob/main/2023/bollettini/WN_News_2023_03.pdf",2023-07-05,8,"Emilia-Romagna",39,"Ravenna","RA",44.41722493,12.19913936,"Gazza",1,1
"https://github.com/fbranda/west-nile/blob/main/2023/bollettini/WN_News_2023_03.pdf",2023-07-05,20,"Sardegna",111,"Sud Sardegna","SU",39.16641462,8.526242676,"Cornacchia",2,2
"https://github.com/fbranda/west-nile/blob/main/2023/bollettini/WN_News_2023_03.pdf",2023-07-05,1,"Piemonte",2,"Vercelli","VC",45.32398135,8.423234312,"Cornacchia",1,1
"https://github.com/fbranda/west-nile/blob/main/2023/bollettini/WN_News_2023_04.pdf",2023-07-12,3,"Lombardia",12,"Varese","VA",45.81701677,8.822868344,"Cornacchia",0,1
"https://github.com/fbranda/west-nile/blob/main/2023/bollettini/WN_News_2023_04.pdf",2023-07-12,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,"Cornacchia",2,2
"https://github.com/fbranda/west-nile/blob/main/2023/bollettini/WN_News_2023_04.pdf",2023-07-12,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,"Gazza",3,3
"https://github.com/fbranda/west-nile/blob/main/2023/bollettini/WN_News_2023_04.pdf",2023-07-12,8,"Emilia-Romagna",39,"Ravenna","RA",44.41722493,12.19913936,"Gazza",0,1
"https://github.com/fbranda/west-nile/blob/main/2023/bollettini/WN_News_2023_04.pdf",2023-07-12,20,"Sardegna",111,"Sud Sardegna","SU",39.16641462,8.526242676,"Cornacchia",0,2
"https://github.com/fbranda/west-nile/blob/main/2023/bollettini/WN_News_2023_04.pdf",2023-07-12,1,"Piemonte",2,"Vercelli","VC",45.32398135,8.423234312,"Cornacchia",0,1
"https://github.com/fbranda/west-nile/blob/main/2023/bollettini/WN_News_2023_05.pdf",2023-07-19,3,"Lombardia",12,"Varese","VA",45.81701677,8.822868344,"Cornacchia",0,1
"https://github.com/fbranda/west-nile/blob/main/2023/bollettini/WN_News_2023_05.pdf",2023-07-19,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,"Cornacchia",0,2
"https://github.com/fbranda/west-nile/blob/main/2023/bollettini/WN_News_2023_05.pdf",2023-07-19,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,"Gazza",1,4
"https://github.com/fbranda/west-nile/blob/main/2023/bollettini/WN_News_2023_05.pdf",2023-07-19,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,"Gazza",1,1
"https://github.com/fbranda/west-nile/blob/main/2023/bollettini/WN_News_2023_05.pdf",2023-07-19,8,"Emilia-Romagna",39,"Ravenna","RA",44.41722493,12.19913936,"Gazza",0,1
"https://github.com/fbranda/west-nile/blob/main/2023/bollettini/WN_News_2023_05.pdf",2023-07-19,20,"Sardegna",111,"Sud Sardegna","SU",39.16641462,8.526242676,"Cornacchia",0,2
"https://github.com/fbranda/west-nile/blob/main/2023/bollettini/WN_News_2023_05.pdf",2023-07-19,1,"Piemonte",2,"Vercelli","VC",45.32398135,8.423234312,"Cornacchia",0,1
"https://github.com/fbranda/west-nile/blob/main/2023/bollettini/WN_News_2023_06.pdf",2023-07-26,3,"Lombardia",12,"Varese","VA",45.81701677,8.822868344,"Cornacchia",0,1
"https://github.com/fbranda/west-nile/blob/main/2023/bollettini/WN_News_2023_06.pdf",2023-07-26,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,"Cornacchia",0,2
"https://github.com/fbranda/west-nile/blob/main/2023/bollettini/WN_News_2023_06.pdf",2023-07-26,8,"Emilia-Romagna",34,"Parma","PR",44.80107394,10.32834985,"Gazza",2,6
"https://github.com/fbranda/west-nile/blob/main/2023/bollettini/WN_News_2023_06.pdf",2023-07-26,8,"Emilia-Romagna",40,"Forlì-Cesena","FC",44.22268559,12.04068608,"Gazza",3,3
"https://github.com/fbranda/west-nile/blob/main/2023/bollettini/WN_News_2023_06.pdf",2023-07-26,8,"Emilia-Romagna",33,"Piacenza","PC",45.05193462,9.692632596,"Gazza",0,1
"https://github.com/fbranda/west-nile/blob/main/2023/bollettini/WN_News_2023_06.pdf",2023-07-26,8,"Emilia-Romagna",39,"Ravenna","RA",44.41722493,12.19913936,"Gazza",0,1
"https://github.com/fbranda/west-nile/blob/main/2023/bollettini/WN_News_2023_06.pdf",2023-07-26,20,"Sardegna",111,"Sud Sardegna","SU",39.16641462,8.526242676,"Cornacchia",1,3
"https://github.com/fbranda/west-nile/blob/main/2023/bollettini/WN_News_2023_06.pdf",2023-07-26,20,"Sardegna",95,"Oristano","OR",39.90381075,8.591183151,"Cornacchia",1,1
"https://github.com/fbranda/west-nile/blob/main/2023/bollettini/WN_News_2023_06.pdf",2023-07-26,1,"Piemonte",2,"Vercelli","VC",45.32398135,8.423234312,"Cornacchia",0,1
