"url_bulletins","data","code_region","name_region","code_province","name_province","abbreviation_province","lat","long","species","new_cases","total_cases"
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_03.pdf",2024-07-14,11,"Marche",42,"Ancona","AN",43.61675973,13.5188753,"Assiolo",1,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_04.pdf",2024-07-17,11,"Marche",42,"Ancona","AN",43.61675973,13.5188753,"Assiolo",0,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_04.pdf",2024-07-17,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"Colombaccio",1,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_05.pdf",2024-07-24,11,"Marche",42,"Ancona","AN",43.61675973,13.5188753,"Assiolo",0,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_05.pdf",2024-07-24,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"Colombaccio",0,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_06.pdf",2024-07-31,11,"Marche",42,"Ancona","AN",43.61675973,13.5188753,"Assiolo",0,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_06.pdf",2024-07-31,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"Colombaccio",2,3
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_07.pdf",2024-08-07,11,"Marche",42,"Ancona","AN",43.61675973,13.5188753,"Assiolo",0,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_07.pdf",2024-08-07,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"Colombaccio",5,8
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_07.pdf",2024-08-07,15,"Campania",65,"Salerno","SA",40.67821961,14.7594025999999,NA,1,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_08.pdf",2024-08-14,11,"Marche",42,"Ancona","AN",43.61675973,13.5188753,"Assiolo",0,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_08.pdf",2024-08-14,8,"Emilia-Romagna",99,"Rimini","RN",44.06090087,12.5656295,NA,5,5
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_08.pdf",2024-08-14,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"Colombaccio",3,11
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_08.pdf",2024-08-14,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,NA,4,4
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_08.pdf",2024-08-14,15,"Campania",65,"Salerno","SA",40.67821961,14.7594025999999,NA,0,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_09.pdf",2024-08-21,11,"Marche",42,"Ancona","AN",43.61675973,13.5188753,"Assiolo",0,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_09.pdf",2024-08-21,8,"Emilia-Romagna",99,"Rimini","RN",44.06090087,12.5656295,NA,0,5
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_09.pdf",2024-08-21,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"Colombaccio",13,24
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_09.pdf",2024-08-21,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,NA,0,4
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_09.pdf",2024-08-21,15,"Campania",65,"Salerno","SA",40.67821961,14.7594025999999,NA,0,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_10.pdf",2024-08-28,11,"Marche",42,"Ancona","AN",43.61675973,13.5188753,"Assiolo",0,1
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_10.pdf",2024-08-28,8,"Emilia-Romagna",99,"Rimini","RN",44.06090087,12.5656295,NA,0,5
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_10.pdf",2024-08-28,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,NA,2,2
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_10.pdf",2024-08-28,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"Colombaccio",6,30
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_10.pdf",2024-08-28,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,NA,5,5
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_10.pdf",2024-08-28,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,NA,4,4
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_10.pdf",2024-08-28,5,"Veneto",27,"Venezia","VE",45.43490485,12.33845213,NA,15,19
"https://github.com/fbranda/west-nile/blob/main/2024/bulletins/WN_News_2024_10.pdf",2024-08-28,15,"Campania",65,"Salerno","SA",40.67821961,14.7594025999999,NA,0,1
